	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   84300.000 -1666392.828   143998.172    86506.926   184430.516     1096.099 -2353048.776   270624.235    42480.231       27.138       55.382     7078.428       18.949      279.000   116016.000       23.000     2701.000       31.000      182.000       88.000        7.000       66.782        0.000       11.073       21.453        0.692        0.000        2.905        2.920        4.101
   84400.000 -1665483.732   145497.208    85472.198   184397.529     1089.663 -2349227.839   267287.510    43090.556       27.114       55.390     7155.286       19.271      267.000   115980.000       23.000     2665.000       31.000      154.000       98.000        7.000       63.495        0.000       13.149       21.107        2.249        0.000        2.782        2.797        4.139
   84500.000 -1665835.331   140835.801    85812.677   185162.104     1039.642 -2353024.075   274338.521    43099.851       27.106       55.372     7156.764       19.251      266.000   115936.000       26.000     2698.000       35.000      164.000       96.000        7.000       64.706        0.000       14.533       20.761        0.000        0.000        2.940        2.950        4.231
   84600.000 -1665532.460   144106.176    86981.384   184723.569     1096.181 -2353899.767   271459.997    42144.437       27.070       55.392     7288.504       19.248      282.000   116064.000       22.000     2623.000       31.000      160.000       86.000        8.000       67.647        0.000       10.381       20.588        1.384        0.000        2.793        2.802        4.080
   84700.000 -1667212.934   143945.552    86326.946   184844.943     1126.872 -2355701.120   272243.874    42233.157       27.162       55.395     7271.104       18.999      268.000   116198.000       21.000     2664.000       29.000      178.000       89.000        7.000       65.917        0.000        8.997       22.837        2.249        0.000        2.939        2.953        4.134
   84800.000 -1665456.039   142086.137    87099.772   185146.642     1086.078 -2351209.730   270335.063    41805.099       27.025       55.378     7128.160       18.833      259.000   115848.000       22.000     2749.000       27.000      172.000       90.000        7.000       65.571        0.000       12.457       20.588        1.384        0.000        2.695        2.709        3.884
   84900.000 -1665918.708   141435.175    86848.592   184991.839     1170.484 -2354365.754   274000.956    42830.154       27.028       55.358     7184.704       18.826      264.000   116072.000       25.000     2661.000       30.000      157.000       87.000        7.000       65.225        0.000       10.381       22.837        1.557        0.000        2.970        2.985        4.110
   85000.000 -1667908.168   142546.725    86233.535   184591.444     1127.269 -2355968.078   273560.937    43819.739       27.100       55.402     7252.099       18.736      255.000   116028.000       21.000     2649.000       30.000      168.000       89.000        8.000       65.052        0.000       11.765       20.934        2.249        0.000        2.850        2.864        3.915
   85100.000 -1665467.854   141661.845    85855.165   185041.766     1133.998 -2351249.520   272088.893    41854.790       27.190       55.377     7184.576       18.591      274.000   115984.000       25.000     2683.000       33.000      178.000       94.000        7.000       64.360        0.000       11.765       21.453        2.422        0.000        2.910        2.927        3.939
   85200.000 -1666641.023   143365.447    86413.486   184117.963     1147.062 -2352453.072   270768.091    42262.321       27.063       55.417     7118.186       18.432      268.000   115896.000       28.000     2672.000       18.000      159.000      100.000        7.000       63.149        0.000       11.073       23.010        2.768        0.000        2.815        2.830        3.917
   85300.000 -1666184.848   141319.077    86535.264   184225.779     1153.359 -2352499.502   273081.176    42095.143       27.181       55.359     7147.417       18.537      255.000   115864.000       21.000     2645.000       26.000      173.000       98.000        7.000       64.014        0.000       12.457       21.453        2.076        0.000        3.016        3.030        4.011
   85400.000 -1667008.687   143004.410    87137.293   184429.922     1107.949 -2355340.485   272652.225    42012.993       27.173       55.393     7155.729       18.528      268.000   116134.000       26.000     2750.000       28.000      175.000      104.000        7.000       64.533        0.000       12.457       21.453        1.557        0.000        2.870        2.884        3.809
   85500.000 -1665853.820   142797.237    86915.562   184334.121     1180.710 -2354778.465   273697.015    42464.911       27.142       55.389     7170.426       18.619      263.000   116006.000       26.000     2663.000       25.000      149.000       94.000        7.000       61.938        0.000       12.457       23.183        2.422        0.000        3.037        3.052        3.999
   85600.000 -1666193.822   143033.991    86802.666   184456.897     1168.559 -2350748.506   269092.571    43312.033       27.197       55.390     7171.358       18.803      260.000   115978.000       19.000     2636.000       25.000      163.000      102.000        7.000       64.360        0.000       11.073       22.318        2.249        0.000        2.864        2.879        3.919
   85700.000 -1666660.606   143016.731    87545.765   184195.615     1192.924 -2355896.370   273284.730    42349.918       27.136       55.401     7143.746       18.813      267.000   116284.000       20.000     2690.000       29.000      183.000      104.000        7.000       65.744        0.000        9.689       22.491        2.076        0.000        2.929        2.942        3.915
   85800.000 -1666251.668   142908.857    87015.997   184177.828     1166.110 -2354388.815   272868.354    43077.686       26.961       55.453     7197.613       18.701      280.000   116322.000       20.000     2710.000       28.000      188.000      105.000        7.000       64.706        0.000       11.073       22.491        1.730        0.000        2.884        2.902        3.912
