	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   90400.000 -1613665.537   143821.097    86518.174   185363.560     1136.625 -2292295.487   261790.494    42815.686       27.453       55.484     6694.144       17.897      253.000   116284.000       41.000     2661.000       30.000      173.000      107.000        0.000       64.879        0.000       12.457       22.664        0.000        0.000        3.161        3.178        3.898
   90500.000 -1612824.165   144876.538    86306.514   184861.573     1205.550 -2296119.448   266045.108    43072.732       27.522       55.463     6772.645       18.087      256.000   116232.000       44.000     2687.000       26.000      171.000      102.000        0.000       65.398        0.000        9.689       22.491        2.422        0.000        3.022        3.037        3.747
   90600.000 -1614109.066   143685.703    87614.214   184315.974     1111.137 -2295469.501   264633.407    42518.768       27.607       55.412     6749.703       17.976      249.000   116250.000       38.000     2617.000       27.000      161.000      104.000        0.000       65.052        0.000       12.457       22.491        0.000        0.000        3.146        3.155        3.858
   90700.000 -1613699.492   144248.128    86806.358   184926.321     1130.728 -2294142.535   263331.509    43732.398       27.556       55.447     6633.344       17.632      257.000   116626.000       38.000     2613.000       26.000      154.000      108.000        0.000       65.398        0.000       11.765       21.972        0.865        0.000        3.302        3.316        3.956
   90800.000 -1614070.772   144276.941    85362.003   185372.048     1156.272 -2297189.150   266951.115    44321.693       27.518       55.473     6647.316       17.907      246.000   116422.000       42.000     2679.000       18.000      162.000      104.000        0.000       67.474        0.000        6.920       22.491        3.114        0.000        3.091        3.104        3.839
   90900.000 -1613785.559   144179.559    86568.141   185468.182     1116.509 -2294634.174   263516.224    42207.975       27.547       55.433     6687.794       17.777      248.000   116342.000       43.000     2633.000       20.000      160.000      104.000        0.000       65.225        0.692        9.689       23.702        0.692        0.000        3.278        3.287        4.011
   91000.000 -1613631.965   142166.194    86763.885   184615.161     1076.822 -2294083.889   265829.862    43000.099       27.518       55.447     6653.630       17.845      250.000   116160.000       37.000     2649.000       28.000      169.000      103.000        0.000       64.706        0.000       11.073       23.529        0.692        0.000        3.315        3.334        4.051
   91100.000 -1615933.886   143156.687    86407.541   185138.624     1247.721 -2300316.256   268431.797    42121.216       27.578       55.422     6747.631       18.037      236.000   116600.000       40.000     2663.000       27.000      165.000      104.000        0.000       64.879        0.000        9.689       23.183        2.249        0.000        3.366        3.383        4.105
   91200.000 -1615182.368   142648.759    86382.205   185025.628     1171.849 -2297071.334   266660.525    43566.856       27.531       55.433     6736.258       18.059      250.000   116340.000       45.000     2690.000       26.000      175.000      105.000        0.000       63.149        0.000       10.381       24.913        1.557        0.000        3.120        3.142        3.863
   91300.000 -1616164.267   142210.978    85961.996   185479.511     1158.561 -2297847.489   266872.176    41867.525       27.606       55.389     6746.244       17.946      245.000   116626.000       41.000     2632.000       24.000      150.000      103.000        0.000       65.398        0.000       12.457       21.280        0.865        0.000        3.361        3.375        4.048
   91400.000 -1613209.665   143013.271    85856.708   184990.541     1142.772 -2295181.472   266968.514    42376.093       27.591       55.442     6703.469       17.986      251.000   116234.000       38.000     2644.000       32.000      154.000      105.000        0.000       64.533        0.000       12.457       22.318        0.692        0.000        3.441        3.457        4.102
   91500.000 -1612176.899   141115.162    85662.865   185221.643     1149.197 -2293416.628   268090.862    42501.181       27.538       55.408     6743.868       17.945      251.000   116298.000       41.000     2733.000       31.000      157.000      103.000        0.000       62.284        0.000       13.841       23.875        0.000        0.000        3.322        3.339        3.988
   91600.000 -1616601.346   140729.263    85747.716   185501.088     1100.734 -2293289.891   263609.743    42515.946       27.573       55.465     6694.764       17.951      231.000   116614.000       39.000     2655.000       23.000      158.000       98.000        0.000       62.457        0.000       10.381       23.875        3.287        0.000        3.431        3.441        4.075
   91700.000 -1615974.453   144452.302    86551.315   184885.619     1159.607 -2297011.537   263988.240    42576.084       27.668       55.460     6680.035       18.090      250.000   116366.000       33.000     2646.000       16.000      167.000       99.000        0.000       64.360        0.000       12.457       22.491        0.692        0.000        3.580        3.594        4.250
   91800.000 -1613860.526   142505.187    86979.246   184925.969     1143.427 -2296797.155   267382.800    42999.645       27.572       55.393     6771.271       18.104      238.000   116724.000       39.000     2668.000       34.000      158.000      105.000        0.000       65.052        0.000        8.304       25.952        0.692        0.000        3.476        3.487        4.171
   91900.000 -1613284.785   144733.659    87243.820   184611.826     1161.381 -2298753.698   267718.227    43139.658       27.550       55.437     6663.357       18.019      252.000   116490.000       43.000     2697.000       25.000      148.000      104.000        0.000       59.516        0.000       11.073       25.779        3.633        0.000        3.331        3.344        4.079
