	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   53500.000 -1554808.627   142647.339    86687.687   185016.739     1061.172 -2230047.724   259826.159    43594.080       27.675       55.397     7871.901       20.687      282.000   115748.000       28.000     2653.000       18.000      185.000       86.000        0.000       70.069        0.000        4.844       24.221        0.865        0.000        3.110        3.119        4.934
   53600.000 -1556377.221   142800.622    85423.207   184454.497     1013.854 -2231388.710   261319.309    43601.626       27.637       55.407     7819.570       21.300      299.000   115808.000       25.000     2584.000       14.000      162.000       82.000        0.000       66.955        0.000        9.689       23.356        0.000        0.000        3.178        3.187        5.091
   53700.000 -1557124.694   140945.414    85807.337   184767.120     1156.868 -2233835.652   264034.219    42205.133       27.634       55.386     7826.924       21.125      286.000   115952.000       32.000     2685.000       21.000      191.000       81.000        0.000       65.917        0.000        8.997       23.529        1.557        0.000        3.193        3.203        5.071
   53800.000 -1557789.575   140979.462    86392.852   184343.888     1121.275 -2230080.396   259453.344    42525.189       27.525       55.382     7956.235       21.234      294.000   116034.000       26.000     2629.000       18.000      166.000       76.000        0.000       64.879        0.000       11.765       21.972        1.384        0.000        2.847        2.854        4.845
   53900.000 -1554307.994   140574.870    86326.228   184823.044     1137.681 -2229199.015   262029.197    42871.588       27.453       55.398     8086.723       20.806      315.000   115654.000       34.000     2528.000       20.000      172.000       80.000        0.000       65.571        0.000       11.765       21.280        1.384        0.000        2.730        2.737        4.630
   54000.000 -1557088.752   140843.631    86539.075   184737.177     1185.715 -2234339.877   263945.528    43222.241       27.457       55.361     8101.109       21.854      298.000   116170.000       28.000     2662.000       23.000      164.000       83.000        0.000       67.820        0.000        7.612       21.626        2.941        0.000        2.848        2.854        4.913
   54100.000 -1556618.050   143733.340    86103.593   184451.124     1125.235 -2225333.258   253301.916    42120.543       27.680       55.429     8161.866       22.033      310.000   115772.000       26.000     2569.000       13.000      177.000       81.000        0.000       65.917        0.000       11.073       21.453        1.557        0.000        3.076        3.088        5.054
   54200.000 -1556356.192   142312.213    87023.857   184426.267     1127.685 -2230582.230   259336.016    43415.839       27.643       55.387     8064.560       22.220      299.000   116020.000       23.000     2562.000       22.000      159.000       90.000        0.000       67.474        0.000        9.689       21.453        1.384        0.000        3.048        3.055        5.087
   54300.000 -1557781.627   143697.217    85903.016   184834.141     1043.545 -2228404.292   255144.746    42509.911       27.696       55.366     7943.510       22.009      292.000   116000.000       31.000     2591.000       20.000      189.000       77.000        0.000       67.647        0.000       10.381       21.280        0.692        0.000        3.196        3.207        5.152
   54400.000 -1556667.166   142945.430    86738.374   183820.865     1159.297 -2234031.751   262700.619    42804.115       27.678       55.398     8059.231       22.354      299.000   115884.000       31.000     2560.000       17.000      168.000       80.000        0.000       63.495        0.000       13.149       21.972        1.384        0.000        3.176        3.184        5.235
   54500.000 -1556068.970   141129.296    86011.027   184623.322     1125.306 -2229508.530   260550.608    43536.638       27.738       55.422     8111.895       21.793      282.000   115794.000       31.000     2589.000       15.000      167.000       82.000        0.000       66.609        0.000        8.304       23.356        1.730        0.000        3.282        3.289        5.149
   54600.000 -1557911.475   142892.634    85746.285   184598.470     1089.591 -2233277.189   261038.734    43391.305       27.698       55.418     7980.914       22.446      293.000   115624.000       24.000     2553.000       16.000      174.000       75.000        0.000       68.166        0.000        6.920       22.318        2.595        0.000        3.350        3.360        5.354
   54700.000 -1555832.403   142460.347    85873.799   184958.490     1191.035 -2230971.412   260655.337    42567.228       27.764       55.382     8131.578       22.143      293.000   115872.000       28.000     2662.000       30.000      166.000       77.000        0.000       67.128        0.000        8.304       23.702        0.865        0.000        3.377        3.382        5.314
   54800.000 -1557495.658   143058.199    85727.428   184760.332     1183.197 -2235033.393   262808.580    42704.583       27.609       55.378     7939.610       22.082      287.000   115792.000       29.000     2604.000       19.000      178.000       76.000        0.000       66.263        0.000        9.689       21.453        2.595        0.000        2.983        2.986        5.168
   54900.000 -1556160.647   141639.350    85585.758   185032.609     1120.466 -2229336.174   259797.343    41392.110       27.610       55.402     7875.212       21.743      280.000   115902.000       31.000     2624.000       19.000      189.000       88.000        0.000       66.263        0.000       10.381       21.626        1.730        0.000        3.181        3.191        5.221
   55000.000 -1557820.761   145146.450    84857.539   184438.497     1200.781 -2230665.864   257201.837    42270.063       27.700       55.380     7898.261       21.531      289.000   116070.000       27.000     2534.000       14.000      157.000       86.000        0.000       66.782        0.000        5.536       25.260        2.422        0.000        3.021        3.032        5.045
